TAX_YEAR,ROLL_NUM,ADDRESS,YEAR_BUILT,ASSESSCLAS,BLDG_DESC,BLDG_METRE,BLDG_FEET,GARAGE,FIREPLACE,BASEMENT,BSMTDEVL,ASSESSMENT,LATITUDE,LONGITUDE
2015,8043007007,145 DARLINGTON TERR,1990,Residential,Split Level & Crawl Space,103,1109,Y,Y,Y,Y,338000,53.55116442,-113.2673835
2015,8057010008,108 CHELSEA WY,2004,Residential,2 Storey & Basement,187,2010,Y,Y,Y,Y,535000,53.5455274,-113.270734
2015,8100029001,27 CANYON DR,1991,Residential,Split Level,115,1233,Y,Y,Y,Y,394000,53.55153981,-113.2892482
2015,8052055000,91 CHELSEA WY,2003,Residential,Split Entry & Bonus Upper,150,1615,Y,Y,Y,Y,554000,53.54608862,-113.2698486
2015,8007064008,141 MEADOWVIEW DR,1992,Residential,Split Level & Crawl Space,111,1193,Y,Y,Y,N,404000,53.54402585,-113.2530175
2015,8135089002,4101 SUMMERLAND DR,2011,Residential,2 Storey & Basement,250,2688,Y,Y,Y,N,592000,53.560515,-113.2530547
2015,8150007003,231 ASCOTT CR,2006,Residential,2 Storey & Basement,165,1774,Y,Y,Y,N,422000,53.5582589,-113.2766659
2015,8099049000,46 CHANCERY BAY,1998,Residential,Split Entry & Bonus Upper,164,1761,Y,Y,Y,Y,531000,53.55021463,-113.2917069
2015,8114058000,358 COWAN CR,2007,Residential,2 Storey & Basement,344,3702,Y,Y,Y,N,940000,53.55473806,-113.2776368
2015,8061085005,203 CHESTERMERE CR,2005,Residential,Split Entry & Bonus Upper,119,1279,Y,N,Y,Y,431000,53.54379241,-113.2760942
2015,8061084007,199 CHESTERMERE CR,2005,Residential,Split Entry & Bonus Upper,138,1487,Y,Y,Y,Y,450000,53.5437418,-113.2762306
2015,8009001001,125 BLUEBERRY CR,1993,Residential,1 Storey & Basement,154,1661,Y,Y,Y,Y,489000,53.54242553,-113.2523562
2015,8157017001,7272 ESSEX WY,2007,Residential,2 Storey & Basement,177,1908,Y,Y,Y,N,483000,53.56346535,-113.2795379
2015,8157018009,7268 ESSEX WY,2007,Residential,2 Storey & Basement,183,1969,Y,Y,Y,N,495000,53.56337836,-113.2794375
2015,8099027008,2 CHANCERY WY,1998,Residential,1 Storey & Basement,118,1271,Y,Y,Y,N,400000,53.54992376,-113.2892431
2015,8157019007,7264 ESSEX WY,2012,Residential,Split Entry & Bonus Upper,136,1469,Y,Y,Y,N,455000,53.56320437,-113.2792367
2015,8041016000,27 DAVY CR,1990,Residential,Split Level & Crawl Space,101,1082,Y,N,Y,N,382000,53.5507284,-113.2622275
2015,8038013002,325 DAVENPORT DR,1997,Residential,Split Entry,113,1211,Y,Y,Y,Y,418000,53.55352721,-113.2634481
2015,8010001002,2 BLUEBERRY CR,1992,Residential,Split Level,123,1329,Y,Y,Y,N,415000,53.54262475,-113.2533667
2015,8042016008,48 DAVY CR,1992,Residential,Split Level & Crawl Space,102,1103,Y,Y,Y,N,404000,53.55134538,-113.262036
2015,8007057004,155 MEADOWVIEW DR,1991,Residential,1 Storey & Basement,124,1335,Y,Y,Y,Y,410000,53.54463038,-113.253155
2015,8150008001,235 ASCOTT CR,2006,Residential,2 Storey & Basement,169,1824,Y,Y,Y,N,440000,53.55817161,-113.2767297
2015,8038016005,32 DORIAN WY,1996,Residential,Split Entry,110,1186,Y,N,Y,Y,414000,53.55376552,-113.2629872
2015,8037021003,18 DORIAN WY,1995,Residential,Split Level & Crawl Space,106,1137,Y,Y,Y,N,417000,53.55312715,-113.2619663
2015,8042085008,111 DAVIDSON DR,1994,Residential,Split Level & Crawl Space,106,1146,Y,N,Y,N,391000,53.55334188,-113.26493
2015,8128036004,567 SUNCREST LN,2007,Residential,2 Storey & Basement,188,2019,Y,Y,Y,N,502000,53.5577091,-113.2619402
2015,8150009009,239 ASCOTT CR,2006,Residential,2 Storey & Basement,163,1757,Y,Y,Y,N,422000,53.55808431,-113.2767936
2015,8043016008,127 DARLINGTON TERR,1990,Residential,Split Level & Crawl Space,92,985,Y,N,Y,N,323000,53.55058856,-113.266367
2015,8043034001,91 DARLINGTON CRT,1990,Residential,Split Level & Crawl Space,105,1135,Y,Y,Y,N,389000,53.55008551,-113.2658828
2015,8004007004,5 GREENBRIAR CR,1985,Residential,2 Storey & Basement,203,2185,Y,Y,Y,N,472000,53.54260267,-113.2607954
2015,8063022009,5 CHESTERMERE CR,2005,Residential,2 Storey & Basement,188,2019,Y,Y,Y,N,502000,53.5438285,-113.2755253
2015,8003735004,15 DONNELY PL,2001,Residential,Split Entry,111,1200,Y,N,Y,Y,428000,53.55470568,-113.2748798
2015,8150010007,243 ASCOTT CR,2006,Residential,Split Entry & Bonus Upper,123,1328,Y,Y,Y,Y,431000,53.55799703,-113.2768575
2015,8130024005,3127 SOMERSET PT,2011,Residential,2 Storey & Basement,225,2418,Y,Y,Y,Y,729000,53.56063935,-113.2592614
2015,8114048002,422 COWAN PT,2007,Residential,2 Storey & Basement,228,2451,Y,Y,Y,N,568000,53.55599243,-113.278241
2015,8117046007,3007 CHRISTOPHER CRT,2011,Residential,2 Storey & Basement,231,2486,Y,Y,Y,Y,667000,53.54975773,-113.2816662
2015,8010007004,14 BLUEBERRY CR,1992,Residential,1 Storey & Basement,123,1322,Y,Y,Y,Y,417000,53.5420068,-113.2535521
2015,8069016003,52 CLAIRE CL,2006,Residential,2 Storey & Basement,174,1875,Y,Y,Y,Y,475000,53.541483,-113.27839
2015,8150011004,247 ASCOTT CR,2006,Residential,2 Storey & Basement,163,1759,Y,Y,Y,N,439000,53.55790972,-113.2769213
2015,8129034006,3024 SOMERSET COVE,2008,Residential,2 Storey & Basement,214,2303,Y,Y,Y,N,558000,53.56224827,-113.2602346
2015,8150026001,303 ASCOTT CR,2006,Residential,2 Storey & Basement,169,1824,Y,N,Y,N,457000,53.55718633,-113.2785366
2015,8112006008,208 CRIMSON DR,2006,Residential,2 Storey & Basement,222,2386,Y,Y,Y,Y,563000,53.55197104,-113.2788329
2015,8046015004,316 DAVENPORT DR,1995,Residential,Split Entry,101,1087,Y,Y,Y,Y,407000,53.55396359,-113.2648074
2015,8112026004,38 CODETTE WY,2011,Residential,2 Storey & Basement,197,2125,Y,Y,Y,N,525000,53.55257416,-113.2808574
2015,8110055002,53 CARLYLE CR,2006,Residential,2 Storey & Basement,168,1810,Y,Y,Y,N,454000,53.55022544,-113.2762157
2015,8131031005,305 STILL CREEK CR,2012,Residential,2 Storey & Basement,254,2737,Y,Y,Y,Y,613000,53.56116942,-113.2519954
2015,8150012002,251 ASCOTT CR,2006,Residential,2 Storey & Basement,162,1744,Y,Y,Y,N,429000,53.55782242,-113.2769852
2015,8043080003,25 DARLINGTON DR,1992,Residential,1 Storey & Basement,98,1054,Y,N,Y,Y,348000,53.54959328,-113.2610466
2015,8043081000,23 DARLINGTON DR,1992,Residential,Split Entry,109,1178,Y,N,Y,Y,374000,53.54967228,-113.2609191
2015,8041022006,15 DAVY CR,1990,Residential,Split Level & Crawl Space,111,1194,Y,Y,Y,Y,355000,53.55023343,-113.2630267
2015,8018026003,401 MEADOWVIEW TERR,1998,Residential,2 Storey & Basement,198,2133,Y,Y,Y,N,502000,53.54926825,-113.256883
2015,8041024002,9 DAVY CR,1990,Residential,2 Storey & Basement,129,1388,Y,N,Y,Y,373000,53.55007542,-113.2632819
2015,8041023004,11 DAVY CR,1991,Residential,Split Level & Crawl Space,102,1094,Y,Y,Y,Y,396000,53.55015443,-113.2631543
2015,8040018001,41 DALTON WY,1993,Residential,Split Level & Crawl Space,108,1163,Y,Y,Y,Y,418000,53.55318277,-113.2662726
2015,8042084000,109 DAVIDSON DR,1998,Residential,2 Storey & Basement,136,1461,N,N,Y,Y,378000,53.5532707,-113.2651041
2015,8005034007,27 MEADOWVIEW DR,1985,Residential,2 Storey & Basement,211,2268,Y,Y,Y,Y,487000,53.54468663,-113.2590229
2015,8103524003,47 CHARLTON PT,2001,Residential,1 Storey & Basement,141,1519,Y,Y,Y,Y,602000,53.54895686,-113.2838163
2015,8040021004,5 DANIELS WY,1994,Residential,1 Storey & Basement,104,1120,Y,N,Y,Y,394000,53.55353685,-113.2660601
2015,8135073007,5408 SUNVIEW BAY,2009,Residential,2 Storey & Basement,219,2352,Y,Y,Y,N,539000,53.56031953,-113.2540618
2015,8042094008,336 DAVENPORT DR,1996,Residential,2 Storey & Basement,143,1534,Y,N,Y,Y,405000,53.55281836,-113.2636288
2015,8044050002,54 DALTON WY,1993,Residential,Split Entry,120,1293,Y,Y,Y,Y,443000,53.55381247,-113.2672462
2015,8001705008,229 DARLINGTON DR,1998,Residential,Split Entry,110,1182,Y,Y,Y,Y,414000,53.55340829,-113.2725787
2015,8084016008,402 CHARLOTTE CR,2006,Residential,2 Storey & Basement,198,2130,Y,Y,Y,N,546000,53.54320464,-113.2787087
2015,8173035006,12 ALTADENA PT,2014,Residential,2 Storey & Basement,242,2604,Y,Y,Y,N,685000,53.55670459,-113.2911373
2015,8530100136,36  18 CHARLTON WY,2002,Residential Condominium,1 Storey & Basement,121,1298,Y,Y,Y,Y,523000,53.54998319,-113.2847788
2015,8010063006,126 BLUEBERRY CR,1991,Residential,Split Level,125,1343,Y,Y,Y,N,427000,53.54287431,-113.2528099
2015,8010015006,30 BLUEBERRY CR,1990,Residential,Split Level,106,1136,Y,Y,Y,N,382000,53.54228387,-113.2528228
2015,8053032005,31 CHRISTINA CRT,2001,Residential,1 Storey & Basement,111,1199,Y,Y,Y,Y,415000,53.54477309,-113.2641473
2015,8065032003,492 CASCADE CR,2006,Residential,2 Storey & Basement,219,2354,Y,Y,Y,N,555000,53.54569792,-113.2745986
2015,8072014004,28 CHARLTON CR,1992,Residential,Split Level & Crawl Space,116,1248,Y,Y,Y,Y,437000,53.54707652,-113.2862938
2015,8114043003,429 COWAN PT,2007,Residential,2 Storey & Basement,178,1915,Y,Y,Y,N,478000,53.55654456,-113.2775779
2015,8097010006,4 CARTWRIGHT WY,1998,Residential,1 Storey & Basement,118,1265,Y,Y,Y,Y,445000,53.55025454,-113.293166
2015,8096042000,8 CIMMARON WY,1989,Residential,Split Level & Crawl Space,105,1132,Y,Y,Y,N,419000,53.55113133,-113.2933498
2015,8096043008,10 CIMMARON WY,1987,Residential,1 Storey & Basement,112,1210,Y,N,Y,Y,351000,53.55119756,-113.2931527
2015,8096044006,12 CIMMARON WY,1987,Residential,1 Storey & Basement,127,1367,Y,Y,Y,Y,388000,53.55126378,-113.2929557
2015,8096045003,14 CIMMARON WY,1990,Residential,1 Storey & Basement,138,1482,Y,Y,Y,Y,402000,53.55133001,-113.2927586
2015,8007016002,53 ASTER PL,1990,Residential,2 Storey & Basement,192,2070,Y,Y,Y,Y,475000,53.54424064,-113.2544446
2015,8067086009,5038 CEYLON CL,2010,Residential,2 Storey & Basement,218,2342,Y,Y,Y,N,613000,53.54541554,-113.2781773
2015,8096028009,13 CHEYENNE CR,1986,Residential,Split Level & Crawl Space,111,1195,Y,N,Y,Y,355000,53.55161202,-113.2931471
2015,8135063009,5159 SUNVIEW DR,2008,Residential,2 Storey & Basement,212,2277,Y,Y,Y,N,532000,53.55955672,-113.25322
2015,8002701007,83 DAWSON DR,1998,Residential,Split Entry,117,1254,Y,N,Y,Y,421000,53.55491492,-113.2716993
2015,8043079005,27 DARLINGTON DR,1992,Exempt,Split Level & Crawl Space,116,1244,Y,Y,Y,N,404000,53.54946219,-113.2611422
2015,8130035001,3104 SOMERSET PT,2010,Residential,Split Entry & Bonus Upper,143,1543,Y,Y,Y,Y,578000,53.56138096,-113.2593706
2015,8067024006,495 CASCADE CR,2007,Residential,Split Entry & Bonus Upper,153,1646,Y,N,Y,N,479000,53.54507768,-113.2747607
2015,8037023009,22 DORIAN WY,1995,Residential,Split Entry,97,1049,Y,N,Y,Y,374000,53.553407,-113.2625212
2015,8129029007,3004 SOMERSET COVE,2010,Residential,2 Storey & Basement,225,2427,Y,Y,Y,Y,732000,53.56165891,-113.2598454
2015,8097021004,3 CARTWRIGHT WY,1998,Residential,1 Storey & Basement,135,1456,Y,Y,Y,Y,465000,53.55048394,-113.2924832
2015,8150013000,255 ASCOTT CR,2006,Residential,2 Storey & Basement,169,1822,Y,Y,Y,N,442000,53.55773514,-113.2770491
2015,8084007008,652 CRIMSON DR,2006,Residential,2 Storey & Basement,209,2250,Y,Y,Y,N,530000,53.54390916,-113.2791917
2015,8043061004,19 DARLINGTON BAY,1991,Residential,Split Level,109,1172,Y,Y,Y,N,387000,53.54866948,-113.2643544
2015,8005038008,13 MEADOWVIEW DR,1986,Residential,Split Level & Crawl Space,123,1327,Y,Y,Y,N,422000,53.54524188,-113.2593195
2015,8042053007,12 DARLINGTON DR,1992,Residential,Split Level & Crawl Space,106,1138,Y,Y,Y,Y,409000,53.55040234,-113.2608703
2015,8097020006,5 CARTWRIGHT WY,1999,Residential,1 Storey & Basement,131,1414,Y,Y,Y,Y,501000,53.55036642,-113.2923721
2015,8005007003,87 MEADOWVIEW DR,1987,Residential,1 Storey & Basement,115,1240,Y,N,Y,N,354000,53.54284045,-113.259713
2015,8112065001,615 CABRI PL,2008,Residential,2 Storey & Basement,209,2254,Y,Y,Y,Y,567000,53.55212374,-113.279766
2015,8042017006,46 DAVY CR,1992,Residential,Split Level & Crawl Space,112,1202,Y,Y,Y,Y,437000,53.55099794,-113.2621275
2015,8001051005,8 CLARKDALE BLVD,1989,Residential,2 Storey & Basement,193,2078,Y,Y,Y,N,476000,53.54225677,-113.2562216
2015,8153017008,1024 APPLETON PT,2007,Residential,2 Storey & Basement,181,1947,Y,Y,Y,Y,505000,53.55939158,-113.2791044
2015,8019048004,338 MEADOWVIEW TERR,1998,Residential,2 Storey & Basement,211,2274,Y,Y,Y,Y,508000,53.54856396,-113.2543713
2015,8044014002,198 DARLINGTON DR,1990,Residential,Split Level & Crawl Space,99,1064,Y,Y,Y,N,400000,53.55285435,-113.2700295
2015,8004033000,5 CLARKDALE BLVD,1988,Residential,2 Storey & Basement,181,1943,Y,Y,Y,Y,456000,53.54190161,-113.2546024
2015,8076027000,30 CRYSTAL WY,1994,Residential,Split Entry,134,1438,Y,Y,Y,Y,462000,53.54798308,-113.2918708
2015,8095071018,76 COACHMAN WY,1988,Residential,2 Storey & Basement,153,1650,Y,Y,Y,Y,379000,53.55405649,-113.2920095
2015,8210034007,184 BRIGHTON BAY,2000,Residential,2 Storey & Basement,140,1508,Y,Y,Y,N,416000,53.54851955,-113.2973427
2015,8042086006,113 DAVIDSON DR,1996,Residential,Split Entry,121,1300,Y,Y,Y,Y,434000,53.55340914,-113.2647516
2015,8042025000,30 DAVY CR,1991,Residential,Split Level & Crawl Space,109,1170,Y,Y,Y,N,404000,53.55052143,-113.2614329
2015,8001706005,227 DARLINGTON DR,1998,Residential,Split Entry,105,1132,Y,N,Y,Y,397000,53.55355279,-113.2720899
2015,8003049007,19 ASTER CRT,1990,Residential,2 Storey & Basement,175,1884,Y,Y,Y,Y,442000,53.54429598,-113.2558737
2015,8001704000,231 DARLINGTON DR,1998,Residential,Split Level,121,1300,Y,Y,Y,Y,416000,53.55340829,-113.2725787
2015,8095058007,11 COACHMAN CRT,1986,Residential,Split Level & Crawl Space,110,1181,Y,Y,Y,Y,395000,53.55294283,-113.2927725
2015,8099018007,34 CANYON DR,1992,Residential,Split Level,107,1151,Y,Y,Y,Y,372000,53.55108898,-113.2889934
2015,8094084004,11 COACHMAN MNR,1994,Residential,2 Storey & Basement,235,2533,Y,Y,Y,Y,723000,53.55302535,-113.2892032
2015,8003045005,11 ASTER CRT,1989,Residential,2 Storey & Basement,171,1837,Y,Y,Y,N,432000,53.54372146,-113.2559926
2015,8003047001,15 ASTER CRT,1989,Residential,2 Storey & Basement,244,2625,Y,Y,Y,Y,528000,53.54371109,-113.2552248
2015,8017034005,431 MEADOWVIEW CRT,1995,Residential,2 Storey & Basement,190,2050,Y,Y,Y,Y,504000,53.54768459,-113.2553338
2015,8115018006,348 COWAN CR,2007,Residential,2 Storey & Basement,139,1500,Y,Y,Y,Y,459000,53.55416775,-113.2770041
2015,8022019003,22 MEADOWVIEW PT,2001,Residential,2 Storey & Basement,178,1912,Y,Y,Y,N,516000,53.5514527,-113.2537382
2015,8096031003,7 CHEYENNE CR,1986,Residential,Split Level & Crawl Space,134,1446,Y,Y,Y,N,428000,53.55149406,-113.2937647
2015,8038014000,327 DAVENPORT DR,1995,Residential,Split Entry,94,1008,Y,N,Y,Y,348000,53.55341895,-113.2633232
2015,8043084002,17 DARLINGTON DR,1993,Residential,2 Storey & Basement,149,1600,Y,Y,Y,N,399000,53.54991706,-113.2605238
2015,8007008009,39 ASTER PL,1990,Residential,Split Level,124,1336,Y,Y,Y,Y,403000,53.54397692,-113.2552998
2015,8071004005,14 CHARLTON RD,1992,Residential,2 Storey & Basement,196,2113,Y,Y,Y,N,516000,53.54548414,-113.2853031
2015,8007069009,131 MEADOWVIEW DR,1992,Residential,2 Storey & Basement,181,1949,Y,Y,Y,Y,480000,53.54348428,-113.254447
2015,8040020007,3 DANIELS WY,1994,Residential,Split Level & Crawl Space,109,1170,Y,Y,Y,Y,420000,53.55350468,-113.2660228
2015,8043019002,121 DARLINGTON TERR,1990,Residential,Split Entry,101,1083,Y,N,Y,Y,326000,53.55101634,-113.2664611
2015,8043006009,147 DARLINGTON TERR,1990,Residential,Split Entry,98,1057,Y,N,Y,Y,302000,53.55122917,-113.267279
2015,8043004004,151 DARLINGTON TERR,1990,Residential,Split Entry,98,1057,Y,N,Y,Y,306000,53.5513587,-113.2670698
2015,8043020000,119 DARLINGTON TERR,1990,Residential,Split Entry,97,1039,Y,N,Y,Y,321000,53.5510811,-113.2663565
2015,8042005002,70 DAVY CR,1992,Residential,Split Level & Crawl Space,101,1091,Y,Y,Y,N,348000,53.55135479,-113.2651193
2015,8042080009,101 DAVIDSON DR,1994,Residential,Split Entry,92,989,Y,Y,Y,Y,378000,53.55293732,-113.2657726
2015,8042003007,74 DAVY CR,1991,Residential,Split Entry,97,1039,Y,N,Y,Y,327000,53.55122527,-113.2653284
2015,8042004005,72 DAVY CR,1992,Residential,Split Level & Crawl Space,101,1091,Y,Y,Y,N,350000,53.55129003,-113.2652239
2015,8043018004,123 DARLINGTON TERR,1990,Residential,Split Level & Crawl Space,101,1091,Y,N,Y,N,333000,53.55095159,-113.2665656
2015,8043005001,149 DARLINGTON TERR,1990,Residential,Split Level & Crawl Space,93,1006,Y,N,Y,Y,320000,53.55129393,-113.2671744
2015,8043017006,125 DARLINGTON TERR,1990,Residential,Split Entry,104,1120,Y,N,Y,Y,323000,53.55088683,-113.2666702
2015,8053103009,33 CAVAN CR,2003,Residential,Split Entry & Bonus Upper,135,1456,Y,Y,Y,Y,466000,53.54323093,-113.2675467
2015,8106549003,1047 CANDLE CR,2009,Residential,2 Storey & Basement,223,2395,Y,Y,Y,N,564000,53.5503711,-113.2784691
2015,8106552006,1041 CANDLE CR,2009,Residential,2 Storey & Basement,194,2090,Y,Y,Y,Y,546000,53.54990565,-113.2786361
2015,8106550001,1045 CANDLE CR,2010,Residential,2 Storey & Basement,206,2218,Y,Y,Y,Y,563000,53.55027106,-113.2783692
2015,8106551009,1043 CANDLE CR,2010,Residential,1 Storey & Basement,135,1450,Y,Y,Y,Y,618000,53.54990565,-113.2786361
2015,8071049006,47 CHARLTON CR,1995,Residential,2 Storey & Basement,194,2090,Y,Y,Y,Y,484000,53.54645942,-113.2846801
2015,8042091005,328 DAVENPORT DR,1995,Residential,2 Storey & Basement,116,1247,Y,Y,Y,N,376000,53.5529952,-113.2638945
2015,8115028004,389 COWAN CR,2007,Residential,2 Storey & Basement,232,2496,Y,Y,Y,Y,659000,53.55331943,-113.2774598
2015,8023017008,254 SUNFLOWER CR,2004,Residential,2 Storey & Basement,214,2302,Y,Y,Y,Y,565000,53.55298078,-113.254303
2015,8083010502,40 CHAPLIN LN,2006,Residential,2 Storey & Basement,168,1804,Y,Y,Y,N,474000,53.54437794,-113.2778938
2015,8041032003,1 DAVY CR,1993,Residential,Split Level & Crawl Space,104,1124,Y,Y,Y,N,407000,53.54985274,-113.2636415
2015,8154020001,79 APPLETON CR,2007,Residential,2 Storey & Basement,212,2286,Y,Y,Y,Y,555000,53.56039641,-113.2766393
2015,8071005003,16 CHARLTON RD,1991,Residential,1 Storey & Basement,165,1775,Y,N,Y,Y,527000,53.54581998,-113.2852296
2015,8156022001,7369 ESSEX RD,2010,Residential,2 Storey & Basement,172,1849,Y,Y,Y,N,463000,53.56381341,-113.2805282
2015,8037022001,20 DORIAN WY,1995,Residential,1 Storey & Basement,96,1032,Y,Y,Y,Y,375000,53.55329302,-113.2623223
2015,8135090000,4105 SUMMERLAND DR,2012,Residential,2 Storey & Basement,229,2468,Y,Y,Y,N,569000,53.56025169,-113.2525288
2015,8042090007,326 DAVENPORT DR,1995,Residential,1 1/2 Storey & Basement,104,1124,Y,N,Y,Y,354000,53.55318225,-113.2641412
2015,8042083003,107 DAVIDSON DR,1994,Residential,Split Level,94,1007,N,Y,Y,N,356000,53.5531957,-113.2652736
2015,8106555000,1035 CANDLE CR,2009,Residential,2 Storey & Basement,224,2409,Y,Y,Y,Y,682000,53.54958308,-113.2776822
2015,8530110259,8  55 CLARKDALE DR,2001,Residential Condominium,1 Storey & Basement,128,1377,Y,Y,Y,Y,492000,53.55163406,-113.2523544
2015,8099022009,42 CANYON DR,1998,Residential,Split Entry & Bonus Upper,132,1425,Y,Y,Y,Y,435000,53.55062987,-113.2883596
2015,8024062008,33 SUNFLOWER CR,2003,Residential,Split Entry,112,1209,Y,Y,Y,Y,439000,53.55507203,-113.2538873
2015,8006006004,44 ASTER PT,1989,Residential,2 Storey & Basement,193,2074,Y,Y,Y,Y,494000,53.54444936,-113.2583005
2015,8057006006,92 CHELSEA WY,2004,Residential,1 Storey & Basement,124,1340,Y,Y,Y,Y,428000,53.54594215,-113.2705587
2015,8095054006,3 COACHMAN CRT,1987,Residential,2 Storey & Basement,175,1888,Y,Y,Y,N,402000,53.5536155,-113.2931977
2015,8095055003,5 COACHMAN CRT,1986,Residential,1 Storey & Basement,118,1268,Y,Y,Y,Y,389000,53.55348518,-113.2931153
2015,8044012006,190 DARLINGTON DR,1990,Residential,Split Level & Crawl Space,113,1216,Y,Y,Y,Y,425000,53.55318377,-113.269777
2015,8013005001,108 LILAC DR,1993,Residential,Split Entry,116,1247,Y,Y,Y,Y,433000,53.5444478,-113.2509427
2015,8063021001,9 CHESTERMERE CR,2005,Residential,2 Storey & Basement,202,2173,Y,Y,Y,N,539000,53.54387504,-113.2749699
2015,8150014008,259 ASCOTT CR,2006,Residential,2 Storey & Basement,139,1498,Y,Y,Y,N,388000,53.55764726,-113.2771109
2015,8042018004,44 DAVY CR,1994,Residential,2 Storey & Basement,148,1592,Y,N,Y,Y,428000,53.55094255,-113.2619548
2015,8012129001,200 MEADOWVIEW DR,1994,Residential,2 Storey & Basement,193,2079,Y,Y,Y,Y,472000,53.54765115,-113.2532851
2015,8048020005,9 DEACON LN,1989,Residential,Split Level & Crawl Space,120,1296,Y,Y,Y,Y,433000,53.54982563,-113.2698901
2015,8002128000,26 ASTER COMMON,1990,Residential,Split Level & Crawl Space,124,1331,Y,Y,Y,N,426000,53.54415908,-113.257973
2015,8162050009,452 ANCROFT CL,2014,Vacant Residential,2 Storey & Basement,283,3046,Y,Y,Y,N,188000,53.56237823,-113.2829302
2015,8106554002,1037 CANDLE CR,2011,Residential,2 Storey & Basement,226,2430,Y,Y,Y,N,622000,53.54961223,-113.2783813
2015,8129027001,1051 SUMMERWOOD ESTATES RD,2009,Residential,1 Storey & Basement,160,1721,Y,Y,Y,Y,622000,53.56155469,-113.260964
2015,8044031004,45 DAWSON DR,1995,Residential,2 Storey & Basement,154,1663,Y,Y,Y,Y,424000,53.55462853,-113.2693105
2015,8004034008,7 CLARKDALE BLVD,1988,Residential,2 Storey & Basement,201,2161,Y,Y,Y,N,491000,53.54205378,-113.2546023
2015,8001052003,6 CLARKDALE BLVD,1989,Residential,2 Storey & Basement,206,2217,Y,Y,Y,N,488000,53.54197832,-113.256222
2015,8072015002,38 CHARLTON CR,1992,Residential,Split Level & Crawl Space,117,1263,Y,Y,Y,Y,450000,53.54695945,-113.2861797
2015,8154011000,43 APPLETON CR,2007,Residential,2 Storey & Basement,212,2287,Y,Y,Y,Y,546000,53.56007032,-113.275525
2015,8130016002,1039 SUMMERWOOD ESTATES RD,2006,Residential,Split Entry & Bonus Upper,153,1643,Y,Y,Y,Y,582000,53.56098833,-113.2605911
2015,8042002009,76 DAVY CR,1991,Residential,Split Level & Crawl Space,95,1018,Y,Y,Y,Y,347000,53.55113914,-113.2654675
2015,8156018000,7271 ESSEX WY,2008,Residential,2 Storey & Basement,160,1724,Y,Y,Y,N,447000,53.56317823,-113.2802393
2015,8065037002,132 CHATWIN CL,2006,Residential,2 Storey & Basement,217,2333,Y,Y,Y,Y,591000,53.54664341,-113.2748574
2015,8041017007,25 DAVY CR,1991,Residential,2 Storey & Basement,130,1401,Y,N,Y,Y,367000,53.55065435,-113.2623471
2015,8043008005,143 DARLINGTON TERR,1990,Residential,2 Storey & Basement,135,1456,Y,N,Y,N,329000,53.55103489,-113.2675926
2015,8085034008,6030 CAMERON CL,2010,Residential,2 Storey & Basement,250,2688,Y,Y,Y,N,689000,53.54556259,-113.2826919
2015,8018020007,389 MEADOWVIEW TERR,1997,Residential,2 Storey & Basement,226,2430,Y,Y,Y,Y,570000,53.54934993,-113.2562652
2015,8001703002,233 DARLINGTON DR,1998,Residential,Split Entry,99,1066,Y,Y,Y,Y,393000,53.55356874,-113.2728302
2015,8019012005,410 MEADOWVIEW TERR,1997,Residential,1 Storey & Basement,152,1634,Y,Y,Y,Y,629000,53.54972971,-113.2575221
2015,8096026003,17 CHEYENNE CR,1989,Residential,1 Storey & Basement,150,1619,Y,Y,Y,Y,435000,53.5517467,-113.2927463
2015,8096025005,19 CHEYENNE CR,1989,Residential,2 Storey & Basement,174,1868,Y,Y,Y,N,441000,53.55181513,-113.2925427
2015,8096024008,21 CHEYENNE CR,1990,Residential,2 Storey & Basement,194,2089,Y,Y,Y,Y,461000,53.55186401,-113.2923205
2015,8096027001,15 CHEYENNE CR,1990,Residential,2 Storey & Basement,174,1878,Y,Y,Y,Y,438000,53.55167826,-113.29295
2015,8096023000,23 CHEYENNE CR,1990,Residential,Split Level,114,1222,Y,Y,Y,N,380000,53.551952,-113.2921354
2015,8095018001,22 CHEYENNE CR,1990,Residential,2 Storey & Basement,189,2036,Y,Y,Y,Y,436000,53.55238748,-113.2924359
2015,8007058001,153 MEADOWVIEW DR,1992,Residential,Split Entry,123,1327,Y,N,Y,Y,416000,53.54456579,-113.2534604
2015,8095019009,20 CHEYENNE CR,1990,Residential,1 Storey & Basement,126,1359,Y,Y,Y,N,376000,53.55231906,-113.2926395
2015,8067006004,24 CLEARWATER LN,2011,Residential,2 Storey & Basement,204,2192,Y,Y,Y,Y,636000,53.5449011,-113.2760238
2015,8095020007,18 CHEYENNE CR,1990,Residential,Split Level & Crawl Space,116,1250,Y,Y,Y,Y,406000,53.55225064,-113.2928432
2015,8095021005,16 CHEYENNE CR,1989,Residential,Split Level & Crawl Space,127,1369,Y,Y,Y,Y,412000,53.55218222,-113.2930469
2015,8104052001,42 CACTUS WY,1992,Residential,Split Entry,143,1538,Y,Y,Y,Y,439000,53.55352626,-113.2859944
2015,8095070002,2 COACHMAN CRT,1987,Residential,Split Level,105,1134,Y,Y,Y,Y,383000,53.55379122,-113.2924222
2015,8100016008,53B CIMMARON WY,1992,Residential,Split Entry,120,1296,Y,Y,Y,Y,412000,53.55163568,-113.2879612
