CATEGORY,YEAR,Neighbourhood,ADDRESS,QUADRANT,Ward,LATITUDE,LONGITUDE,LOCATION,,,,Value
General,2015,Alberta Avenue,11403  -  95 STREET,NE,7,53.56457748,-113.4867468,"(53.5645774837723, -113.486746817513)",,,,1
General,2015,Alberta Avenue,11413  -  95 STREET,NE,7,53.56466784,-113.4867477,"(53.5646678415576, -113.486747685875)",,,,1
Natural,2015,Alberta Avenue,11535  -  95 STREET,NE,7,53.56665616,-113.4867554,"(53.5666561578641, -113.486755403486)",,,,1
General,2015,Alberta Avenue,11538  -  95 STREET,NE,7,53.56665293,-113.4876225,"(53.5666529287476, -113.487622493818)",,,,1
Edible,2015,Alberta Avenue,11602  -  95 STREET,NE,7,53.56746645,-113.4876417,"(53.5674664487423, -113.487641689126)",,,,1
General,2015,Alberta Avenue,11629  -  95 STREET,NE,7,53.56801173,-113.4867797,"(53.5680117341441, -113.486779703344)",,,,1
Natural,2015,Alberta Avenue,11633  -  95 STREET,NE,7,53.56810207,-113.4867806,"(53.5681020738417, -113.48678055692)",,,,1
General,2015,Alberta Avenue,11504  -  95A STREET,NE,7,53.56601485,-113.4891164,"(53.5660148526109, -113.489116397223)",,,,1
General,2015,Alberta Avenue,11545  -  95A STREET,NE,7,53.56710264,-113.4882708,"(53.5671026395509, -113.488270825541)",,,,1
General,2015,Alberta Avenue,11708  -  96 STREET,NE,7,53.56919507,-113.4906469,"(53.5691950736683, -113.49064694617)",,,,1
General,2015,Alberta Avenue,12144  -  96 STREET,NE,7,53.57611761,-113.4908627,"(53.5761176147809, -113.490862722538)",,,,1
General,2015,Alberta Avenue,11309  -  97 STREET,NE,7,53.56302479,-113.4912292,"(53.5630247949851, -113.491229231893)",,,,1
General,2015,Alberta Avenue,11407  -  97 STREET,NE,7,53.56456133,-113.4912448,"(53.5645613294076, -113.491244800227)",,,,1
General,2015,Aldergrove,8204  -  187 STREET,W,1,53.51605281,-113.6454027,"(53.5160528063906, -113.6454027147)",,,,1
Natural,2015,Aldergrove,18807  -  81A AVENUE,W,1,53.51434809,-113.64595,"(53.5143480852087, -113.645949951077)",,,,1
General,2015,Allendale,6416  -  105 STREET,SW,10,53.50139213,-113.5007318,"(53.5013921290971, -113.500731796704)",,,,1
General,2015,Allendale,6343  -  105A STREET,SW,10,53.50167719,-113.5013118,"(53.5016771890188, -113.501311801613)",,,,1
General,2015,Allendale,6347  -  105A STREET,SW,10,53.50181955,-113.5013118,"(53.5018195463729, -113.501311803949)",,,,1
General,2015,Allendale,6355  -  105A STREET,SW,10,53.50210432,-113.5013118,"(53.5021043150476, -113.501311823052)",,,,1
General,2015,Allendale,6722  -  105A STREET,SW,10,53.50439873,-113.5031038,"(53.5043987313725, -113.503103755626)",,,,1
General,2015,Allendale,6811  -  105A STREET,SW,10,53.50517355,-113.5023322,"(53.5051735533898, -113.502332179257)",,,,1
General,2015,Allendale,6812  -  105A STREET,SW,10,53.50476011,-113.5031045,"(53.5047601091461, -113.503104503512)",,,,1
General,2015,Allendale,6617  -  106 STREET,SW,10,53.50314653,-113.5038628,"(53.5031465302561, -113.503862775669)",,,,1
General,2015,Allendale,6619  -  106 STREET,SW,10,53.50317212,-113.5041462,"(53.5031721214099, -113.504146213488)",,,,1
General,2015,Allendale,10532  -  67 AVENUE,SW,10,53.50376418,-113.5021348,"(53.503764183467, -113.50213479202)",,,,1
General,2015,Allendale,10539  -  67 AVENUE,SW,10,53.50323028,-113.50249,"(53.503230281378, -113.502490017829)",,,,1
General,2015,Allendale,10645  -  67 AVENUE,SW,10,53.5036321,-113.5066887,"(53.5036320962556, -113.506688654749)",,,,1
General,2015,Allendale,10702  -  67 AVENUE,SW,10,53.50417174,-113.5077817,"(53.5041717398858, -113.507781670429)",,,,1
General,2015,Allendale,10737  -  68 AVENUE,SW,10,53.50457825,-113.5083566,"(53.5045782450236, -113.508356601927)",,,,1
General,2015,Allendale,10808  -  68 AVENUE,SW,10,53.50507039,-113.509995,"(53.5050703902116, -113.509995040029)",,,,1
General,2015,Argyll,8751  -  67 AVENUE,SE,11,53.50304718,-113.4646582,"(53.5030471774291, -113.464658155981)",,,,1
General,2015,Argyll,6408  -  84 STREET,SE,11,53.50306672,-113.4558373,"(53.5030667209084, -113.455837254412)",,,,1
General,2015,Argyll,6740  -  84 STREET,SE,11,53.50430379,-113.4591641,"(53.5043037913651, -113.459164083374)",,,,1
Natural,2015,Argyll,6719  -  85 STREET,SE,11,53.50372614,-113.4582639,"(53.5037261427507, -113.458263947304)",,,,1
General,2015,Argyll,6760  -  87 STREET,SE,11,53.50458605,-113.4623129,"(53.5045860504127, -113.462312889266)",,,,1
General,2015,Athlone,13603  -  128 AVENUE,NW,2,53.58579881,-113.5550809,"(53.5857988149669, -113.555080876874)",,,,1
General,2015,Athlone,13604  -  128 AVENUE,NW,2,53.5863,-113.5546895,"(53.5863000045194, -113.554689458553)",,,,1
General,2015,Athlone,13607  -  128 AVENUE,NW,2,53.58579884,-113.5552884,"(53.5857988406375, -113.555288403898)",,,,1
General,2015,Athlone,13612  -  128 AVENUE,NW,2,53.58625232,-113.5552039,"(53.5862523245565, -113.555203860349)",,,,1
General,2015,Athlone,13619  -  128 AVENUE,NW,2,53.58579891,-113.555859,"(53.5857989113698, -113.555859035247)",,,,1
General,2015,Athlone,13623  -  128 AVENUE,NW,2,53.58579893,-113.5560434,"(53.585798930723, -113.556043426558)",,,,1
General,2015,Athlone,13819  -  128 AVENUE,NW,2,53.58554282,-113.5580433,"(53.5855428221436, -113.558043295504)",,,,1
General,2015,Athlone,13824  -  128 AVENUE,NW,2,53.58606933,-113.5584638,"(53.5860693322119, -113.558463778434)",,,,1
General,2015,Athlone,13828  -  128 AVENUE,NW,2,53.585891,-113.5583576,"(53.5858910009214, -113.558357554161)",,,,1
General,2015,Athlone,13104  -  128A AVENUE,NW,2,53.587012,-113.5474564,"(53.5870120036749, -113.54745635171)",,,,1
General,2015,Athlone,13805  -  128A AVENUE,NW,2,53.58663916,-113.5572757,"(53.5866391603968, -113.557275656336)",,,,1
General,2015,Athlone,13806  -  128A AVENUE,NW,2,53.58715331,-113.5573718,"(53.587153313338, -113.557371844922)",,,,1
General,2015,Athlone,13810  -  128A AVENUE,NW,2,53.58711867,-113.5575471,"(53.587118673715, -113.557547074656)",,,,1
General,2015,Athlone,13817  -  128A AVENUE,NW,2,53.58650892,-113.5578008,"(53.586508919223, -113.55780075248)",,,,1
General,2015,Athlone,13818  -  128A AVENUE,NW,2,53.58701022,-113.557883,"(53.5870102152596, -113.557882991061)",,,,1
General,2015,Athlone,13821  -  128A AVENUE,NW,2,53.58646674,-113.5579707,"(53.586466738397, -113.557970742005)",,,,1
General,2015,Athlone,13822  -  128A AVENUE,NW,2,53.58696804,-113.558053,"(53.5869680433656, -113.558052997527)",,,,1
General,2015,Athlone,13825  -  128A AVENUE,NW,2,53.58640319,-113.558133,"(53.5864031871941, -113.558132995394)",,,,1
General,2015,Athlone,13826  -  128A AVENUE,NW,2,53.58692586,-113.558223,"(53.5869258622993, -113.558223018851)",,,,1
General,2015,Athlone,13830  -  128A AVENUE,NW,2,53.58688233,-113.5583984,"(53.5868823260946, -113.558398445399)",,,,1
General,2015,Athlone,13834  -  128A AVENUE,NW,2,53.58686555,-113.5585938,"(53.5868655514479, -113.558593829478)",,,,1
General,2015,Athlone,13619  -  129 AVENUE,NW,2,53.58781435,-113.5553265,"(53.5878143452416, -113.555326536853)",,,,1
General,2015,Athlone,13635  -  129 AVENUE,NW,2,53.58777314,-113.5563068,"(53.587773135296, -113.556306751712)",,,,1
General,2015,Athlone,12719  -  129 STREET,NW,2,53.584836,-113.5438239,"(53.5848359978939, -113.54382389324)",,,,1
General,2015,Athlone,12835  -  129 STREET,NW,2,53.58713696,-113.543825,"(53.5871369571675, -113.543825045756)",,,,1
General,2015,Athlone,13720  -  130 AVENUE,NW,2,53.58933436,-113.5568839,"(53.5893343582578, -113.556883928784)",,,,1
General,2015,Athlone,13747  -  130 AVENUE,NW,2,53.58876502,-113.5577917,"(53.5887650169956, -113.557791714392)",,,,1
General,2015,Athlone,13751  -  130 AVENUE,NW,2,53.58873609,-113.5579757,"(53.5887360881319, -113.557975680648)",,,,1
General,2015,Athlone,13814  -  130 AVENUE,NW,2,53.58891556,-113.5598282,"(53.5889155638067, -113.559828218879)",,,,1
General,2015,Athlone,13818  -  130 AVENUE,NW,2,53.58888912,-113.560032,"(53.5888891220658, -113.56003204891)",,,,1
General,2015,Athlone,13821  -  130 AVENUE,NW,2,53.58841416,-113.5598234,"(53.58841415871, -113.55982338593)",,,,1
General,2015,Athlone,13825  -  130 AVENUE,NW,2,53.58838252,-113.5599983,"(53.5883825154712, -113.559998255483)",,,,1
General,2015,Athlone,13829  -  130 AVENUE,NW,2,53.58834323,-113.5601587,"(53.5883432349128, -113.560158720695)",,,,1
General,2015,Athlone,12819  -  130 STREET,NW,2,53.5867799,-113.5453615,"(53.5867798994009, -113.545361505836)",,,,1
General,2015,Athlone,13828  -  131 AVENUE,NW,2,53.59044837,-113.5606529,"(53.590448366298, -113.560652926517)",,,,1
General,2015,Athlone,13834  -  131 AVENUE,NW,2,53.59044091,-113.5608634,"(53.5904409077869, -113.5608633933)",,,,1
General,2015,Athlone,13851  -  131 AVENUE,NW,2,53.58978173,-113.5615162,"(53.589781731788, -113.561516232047)",,,,1
General,2015,Athlone,13742  -  131A AVENUE,NW,2,53.59126258,-113.5581972,"(53.5912625780075, -113.558197179844)",,,,1
General,2015,Athlone,13754  -  131A AVENUE,NW,2,53.59122288,-113.5587437,"(53.5912228820959, -113.558743725431)",,,,1
General,2015,Athlone,13805  -  131A AVENUE,NW,2,53.59076517,-113.5598641,"(53.5907651683119, -113.559864110074)",,,,1
General,2015,Athlone,13806  -  131A AVENUE,NW,2,53.59123459,-113.5598644,"(53.5912345935891, -113.559864397462)",,,,1
General,2015,Athlone,13830  -  131A AVENUE,NW,2,53.5912343,-113.5606425,"(53.5912342992153, -113.560642538789)",,,,1
General,2015,Athlone,13872  -  131A AVENUE,NW,2,53.59124603,-113.5620879,"(53.5912460315148, -113.562087924046)",,,,1
General,2015,Athlone,13878  -  131A AVENUE,NW,2,53.59128145,-113.5624011,"(53.5912814495404, -113.562401109238)",,,,1
General,2015,Athlone,13725  -  131B AVENUE,NW,2,53.59156022,-113.5575406,"(53.5915602185385, -113.557540566823)",,,,1
General,2015,Athlone,13843  -  131B AVENUE,NW,2,53.59155758,-113.5610235,"(53.5915575817362, -113.5610234695)",,,,1
General,2015,Athlone,13867  -  131B AVENUE,NW,2,53.59145987,-113.5618955,"(53.5914598657835, -113.561895482149)",,,,1
Edible,2015,Athlone,12910  -  132 STREET,NW,2,53.5879877,-113.5493116,"(53.5879876978998, -113.549311641408)",,,,1
General,2015,Athlone,13011  -  133 STREET,NW,2,53.5895501,-113.5499742,"(53.5895501028375, -113.549974200363)",,,,1
General,2015,Athlone,13016  -  133 STREET,NW,2,53.58968949,-113.5508487,"(53.5896894893755, -113.550848697546)",,,,1
General,2015,Athlone,13024  -  133 STREET,NW,2,53.58996334,-113.5508487,"(53.5899633352843, -113.550848693516)",,,,1
General,2015,Athlone,13115  -  133 STREET,NW,2,53.59087004,-113.5499742,"(53.5908700355156, -113.549974162122)",,,,1
General,2015,Athlone,12932  -  134 STREET,NW,2,53.58868379,-113.5523864,"(53.5886837872947, -113.552386396642)",,,,1
General,2015,Athlone,13019  -  134 STREET,NW,2,53.58982622,-113.5515115,"(53.5898262163129, -113.55151154329)",,,,1
General,2015,Athlone,13132  -  134 STREET,NW,2,53.59146144,-113.5524552,"(53.5914614396019, -113.552455201322)",,,,1
General,2015,Athlone,12807  -  135 STREET,NW,2,53.58618088,-113.5530534,"(53.586180879315, -113.553053371721)",,,,1
General,2015,Athlone,13107  -  135 STREET,NW,2,53.59056798,-113.5530525,"(53.5905679827146, -113.553052480598)",,,,1
General,2015,Athlone,13112  -  135 STREET,NW,2,53.59068542,-113.5538754,"(53.5906854175291, -113.553875420139)",,,,1
General,2015,Athlone,13116  -  135 STREET,NW,2,53.59082783,-113.5538754,"(53.5908278263384, -113.55387541542)",,,,1
General,2015,Athlone,13120  -  135 STREET,NW,2,53.59097024,-113.5538754,"(53.5909702351443, -113.553875410699)",,,,1
General,2015,Athlone,13127  -  135 STREET,NW,2,53.59128278,-113.5530526,"(53.5912827769156, -113.553052580271)",,,,1
General,2015,Athlone,13128  -  135 STREET,NW,2,53.59130993,-113.5538754,"(53.5913099297827, -113.55387541227)",,,,1
General,2015,Athlone,12707  -  136 STREET,NW,2,53.58414503,-113.5544585,"(53.5841450294619, -113.554458471908)",,,,1
General,2015,Athlone,12736  -  136 STREET,NW,2,53.58503533,-113.5552273,"(53.585035331035, -113.555227299516)",,,,1
General,2015,Athlone,12740  -  136 STREET,NW,2,53.5851521,-113.5552246,"(53.5851521019574, -113.555224563429)",,,,1
General,2015,Athlone,12755  -  136 STREET,NW,2,53.58551609,-113.5544577,"(53.5855160902412, -113.554457689329)",,,,1
General,2015,Athlone,12908  -  136 STREET,NW,2,53.5882955,-113.5552037,"(53.588295497959, -113.55520365568)",,,,1
General,2015,Athlone,12915  -  136 STREET,NW,2,53.5884068,-113.5544486,"(53.5884068008613, -113.554448564627)",,,,1
Natural,2015,Athlone,13129  -  137 STREET,NW,2,53.59115773,-113.556289,"(53.5911577325492, -113.556288968256)",,,,1
General,2015,Athlone,13133  -  137 STREET,NW,2,53.59127806,-113.5562891,"(53.591278063321, -113.556289067)",,,,1
General,2015,Athlone,13013  -  137A STREET,NW,2,53.58978753,-113.5576839,"(53.5897875304351, -113.55768386613)",,,,1
General,2015,Athlone,13026  -  137A STREET,NW,2,53.59007453,-113.5585657,"(53.5900745262784, -113.558565705414)",,,,1
General,2015,Athlone,13020  -  139 STREET,NW,2,53.58876763,-113.5611889,"(53.5887676300381, -113.56118885132)",,,,1
General,2015,Athlone,13024  -  139 STREET,NW,2,53.58886227,-113.5612818,"(53.588862269135, -113.561281810141)",,,,1
General,2015,Athlone,13104  -  139 STREET,NW,2,53.589877,-113.5616767,"(53.5898770044804, -113.561676743557)",,,,1
General,2015,Athlone,13128  -  139 STREET,NW,2,53.59037175,-113.5620211,"(53.5903717538964, -113.562021084005)",,,,1
General,2015,Athlone,13134  -  139 STREET,NW,2,53.59047259,-113.5621202,"(53.590472588027, -113.562120161405)",,,,1
General,2015,Athlone,115  -  DUNVEGAN ROAD,NW,2,53.59202406,-113.5591997,"(53.5920240576732, -113.559199747912)",,,,1
General,2015,Athlone,119  -  DUNVEGAN ROAD,NW,2,53.59191063,-113.5591998,"(53.5919106286544, -113.559199795637)",,,,1
General,2015,Athlone,135  -  DUNVEGAN ROAD,NW,2,53.5914569,-113.5591995,"(53.5914569017915, -113.559199503311)",,,,1
General,2015,Athlone,151  -  DUNVEGAN ROAD,NW,2,53.59100591,-113.5591994,"(53.5910059073422, -113.559199409079)",,,,1
General,2015,Athlone,155  -  DUNVEGAN ROAD,NW,2,53.59088822,-113.5591994,"(53.5908882186982, -113.559199380291)",,,,1
General,2015,Athlone,175  -  DUNVEGAN ROAD,NW,2,53.58993938,-113.559126,"(53.5899393771112, -113.55912602124)",,,,1
General,2015,Athlone,199  -  DUNVEGAN ROAD,NW,2,53.58929069,-113.5588643,"(53.5892906895432, -113.558864288306)",,,,1
General,2015,Athlone,217  -  DUNVEGAN ROAD,NW,2,53.58854821,-113.557155,"(53.5885482132777, -113.5571550144)",,,,1
General,2015,Athlone,227  -  DUNVEGAN ROAD,NW,2,53.58791764,-113.5573813,"(53.5879176369984, -113.557381331955)",,,,1
General,2015,Athlone,251  -  DUNVEGAN ROAD,NW,2,53.58548109,-113.5565398,"(53.5854810881689, -113.556539793361)",,,,1
General,2015,Athlone,253  -  DUNVEGAN ROAD,NW,2,53.58549157,-113.5563227,"(53.5854915697555, -113.556322719382)",,,,1
General,2015,Athlone,255  -  DUNVEGAN ROAD,NW,2,53.58554072,-113.5559827,"(53.5855407196196, -113.555982736042)",,,,1
General,2015,Athlone,267  -  DUNVEGAN ROAD,NW,2,53.58478788,-113.5557275,"(53.5847878837877, -113.555727485853)",,,,1
General,2015,Avonmore,7739  -  71 AVENUE,SE,11,53.50808094,-113.4475557,"(53.5080809397348, -113.447555727283)",,,,1
General,2015,Avonmore,8319  -  73 AVENUE,SE,11,53.5090892,-113.4568592,"(53.5090891958479, -113.4568592088)",,,,1
General,2015,Avonmore,8528  -  73 AVENUE,SE,11,53.5096319,-113.4592737,"(53.509631901064, -113.459273696814)",,,,1
General,2015,Avonmore,8539  -  74 AVENUE,SE,11,53.51010368,-113.4600909,"(53.5101036792971, -113.460090927651)",,,,1
General,2015,Avonmore,7135  -  81 STREET,SE,11,53.50838838,-113.4515721,"(53.5083883795254, -113.451572068949)",,,,1
General,2015,Avonmore,7208  -  81 STREET,SE,11,53.50892319,-113.4524849,"(53.508923191859, -113.452484929786)",,,,1
General,2015,Avonmore,7012  -  82 STREET,SE,11,53.50596772,-113.4535085,"(53.5059677155185, -113.453508452416)",,,,1
General,2015,Avonmore,7008  -  83 STREET,SE,11,53.50601128,-113.4556534,"(53.5060112801417, -113.455653360509)",,,,1
Natural,2015,Avonmore,7303  -  85 STREET,SE,11,53.50963279,-113.4573655,"(53.5096327891734, -113.457365460362)",,,,1
Natural,2015,Avonmore,7131  -  87 STREET,SE,11,53.50808757,-113.4591725,"(53.5080875720375, -113.459172473663)",,,,1
Natural,2015,Avonmore,7139  -  87 STREET,SE,11,53.50831147,-113.4594499,"(53.5083114747661, -113.45944988257)",,,,1
General,2015,Avonmore,7155  -  87 STREET,SE,11,53.50872041,-113.4599525,"(53.5087204114553, -113.459952533468)",,,,1
General,2015,Balwin,7324  -  129A AVENUE,NE,7,53.58851663,-113.4553999,"(53.5885166291101, -113.455399867613)",,,,1
General,2015,Balwin,7511  -  130 AVENUE,NE,7,53.58889876,-113.4571556,"(53.5888987647108, -113.45715558458)",,,,1
General,2015,Balwin,7316  -  130A AVENUE,NE,7,53.59062197,-113.4545035,"(53.5906219730538, -113.454503517827)",,,,1
General,2015,Balwin,8004  -  131A AVENUE,NE,7,53.59150378,-113.4641612,"(53.5915037849475, -113.464161176872)",,,,1
General,2015,Balwin,13034  -  66 STREET,NE,7,53.590144,-113.4434533,"(53.5901440017226, -113.44345334705)",,,,1
General,2015,Balwin,12924  -  72 STREET,NE,7,53.58847895,-113.4528177,"(53.5884789509618, -113.452817683956)",,,,1
General,2015,Balwin,12833  -  73 STREET,NE,7,53.58693,-113.4535114,"(53.5869300027742, -113.453511353661)",,,,1
General,2015,Balwin,12927  -  75 STREET,NE,7,53.58889952,-113.4561208,"(53.5888995203422, -113.456120848304)",,,,1
General,2015,Balwin,13020  -  75 STREET,NE,7,53.59016824,-113.4565769,"(53.5901682442147, -113.456576913159)",,,,1
Natural,2015,Balwin,12708  -  78 STREET,NE,7,53.5854329,-113.4604824,"(53.5854329020142, -113.460482393127)",,,,1
General,2015,Bannerman,2015  -  139 AVENUE,NE,4,53.60215865,-113.3750263,"(53.6021586521441, -113.375026300089)",,,,1
General,2015,Bannerman,2112  -  143 AVENUE,NE,4,53.6058911,-113.3720064,"(53.6058911001389, -113.372006361268)",,,,1
General,2015,Bannerman,2132  -  143 AVENUE,NE,4,53.60624589,-113.3730873,"(53.6062458903012, -113.373087261343)",,,,1
General,2015,Bannerman,14223  -  22 STREET,NE,4,53.60608885,-113.3738348,"(53.6060888472125, -113.373834810794)",,,,1
General,2015,Bannerman,14242  -  22A STREET,NE,4,53.60680574,-113.375547,"(53.6068057352616, -113.375546999511)",,,,1
General,2015,Bannerman,14007  -  23 STREET,NE,4,53.60366062,-113.3769158,"(53.6036606171505, -113.376915750515)",,,,1
Natural,2015,Bannerman,14011  -  23 STREET,NE,4,53.60351718,-113.3763104,"(53.6035171839507, -113.376310439193)",,,,1
General,2015,Bannerman,14228  -  24 STREET,NE,4,53.60674186,-113.3790832,"(53.6067418587396, -113.379083180951)",,,,1
General,2015,Baranow,14405  -  127 STREET,NW,2,53.60546167,-113.5390065,"(53.6054616713117, -113.539006456638)",,,,1
General,2015,Baturyn,17271  -  104 STREET,NW,3,53.63448005,-113.5027557,"(53.6344800542756, -113.502755703693)",,,,1
General,2015,Baturyn,17308  -  104 STREET,NW,3,53.63538046,-113.503521,"(53.6353804608911, -113.50352102919)",,,,1
General,2015,Baturyn,16911  -  108 STREET,NW,3,53.63137038,-113.5087497,"(53.6313703758321, -113.508749656895)",,,,1
General,2015,Baturyn,16933  -  108 STREET,NW,3,53.6318854,-113.507447,"(53.6318854041254, -113.507447019916)",,,,1
General,2015,Baturyn,17105  -  110 STREET,NW,3,53.63341263,-113.5121101,"(53.6334126343453, -113.51211012008)",,,,1
General,2015,Baturyn,17308  -  111 STREET,NW,3,53.63517723,-113.5147034,"(53.6351772256014, -113.514703440683)",,,,1
General,2015,Baturyn,11004  -  170 AVENUE,NW,3,53.63273919,-113.513372,"(53.6327391935933, -113.513372011353)",,,,1
General,2015,Baturyn,11015  -  171 AVENUE,NW,3,53.63312335,-113.5136061,"(53.6331233474786, -113.513606132222)",,,,1
General,2015,Baturyn,10707  -  173 AVENUE,NW,3,53.63433057,-113.5076035,"(53.6343305733412, -113.507603476151)",,,,1
General,2015,Baturyn,10329  -  173A AVENUE,NW,3,53.63545146,-113.5028756,"(53.635451457453, -113.502875563146)",,,,1
General,2015,Baturyn,11114  -  173A AVENUE,NW,3,53.63588006,-113.5145995,"(53.6358800561396, -113.514599531543)",,,,1
General,2015,Baturyn,11118  -  173A AVENUE,NW,3,53.63587992,-113.5148564,"(53.6358799201497, -113.514856384637)",,,,1
General,2015,Baturyn,11126  -  173A AVENUE,NW,3,53.63588412,-113.5153932,"(53.6358841160688, -113.515393172574)",,,,1
General,2015,Beacon Heights,12013  -  38 STREET,NE,7,53.57410849,-113.3994936,"(53.5741084854477, -113.399493647179)",,,,1
General,2015,Bearspaw,10420  -  10 AVENUE,SW,10,53.44080111,-113.4953491,"(53.4408011108324, -113.495349111103)",,,,1
General,2015,Bearspaw,1012  -  105 STREET,SW,10,53.44001242,-113.4975822,"(53.4400124167774, -113.497582150264)",,,,1
General,2015,Bearspaw,10645  -  11 AVENUE,SW,10,53.44122899,-113.5015209,"(53.4412289918576, -113.501520861586)",,,,1
General,2015,Beaumaris,15820  -  100 STREET,NW,3,53.62013309,-113.4966396,"(53.620133087186, -113.496639594937)",,,,1
General,2015,Beaumaris,15960  -  109 STREET,NW,3,53.62149465,-113.5109238,"(53.6214946474582, -113.510923753434)",,,,1
General,2015,Beaumaris,15976  -  109 STREET,NW,3,53.62083892,-113.5110234,"(53.6208389229401, -113.511023394072)",,,,1
General,2015,Beaumaris,16103  -  109 STREET,NW,3,53.62095312,-113.5094558,"(53.6209531173828, -113.509455784108)",,,,1
General,2015,Beaumaris,16108  -  109 STREET,NW,3,53.62115999,-113.5102856,"(53.6211599915455, -113.510285550217)",,,,1
General,2015,Beaumaris,16020  -  111 STREET,NW,3,53.62152375,-113.5151262,"(53.6215237499018, -113.515126233447)",,,,1
General,2015,Beaumaris,15912  -  112 STREET,NW,3,53.62022343,-113.5159524,"(53.6202234301309, -113.515952378714)",,,,1
General,2015,Beaumaris,9808  -  155 AVENUE,NW,3,53.61618631,-113.493432,"(53.6161863098709, -113.493431993314)",,,,1
General,2015,Beaumaris,9816  -  155 AVENUE,NW,3,53.61618033,-113.4940883,"(53.6161803334317, -113.494088282471)",,,,1
General,2015,Beaumaris,9812  -  156 AVENUE,NW,3,53.61693565,-113.494425,"(53.6169356464469, -113.494425003429)",,,,1
Edible,2015,Beaumaris,10016  -  158 AVENUE,NW,3,53.61953887,-113.4972575,"(53.6195388680403, -113.497257547201)",,,,1
General,2015,Beaumaris,11215  -  159 AVENUE,NW,3,53.61942672,-113.5158676,"(53.6194267217763, -113.515867576682)",,,,1
General,2015,Beaumaris,11223  -  159 AVENUE,NW,3,53.61936914,-113.516282,"(53.6193691352392, -113.516281972715)",,,,1
General,2015,Beaumaris,11222  -  160 AVENUE,NW,3,53.62074601,-113.5179787,"(53.6207460133857, -113.517978682327)",,,,1
General,2015,Beaumaris,11024  -  161 AVENUE,NW,3,53.62180404,-113.514051,"(53.6218040443023, -113.514050975888)",,,,1
General,2015,Beaumaris,15429  -  98 STREET,NW,3,53.61535017,-113.4929167,"(53.6153501729041, -113.492916654835)",,,,1
General,2015,Beaumaris,15612  -  98 STREET,NW,3,53.61719157,-113.4937921,"(53.6171915676656, -113.49379209956)",,,,1
General,2015,Beaumaris,23  -  STIRLING ROAD,NW,3,53.62041076,-113.5017492,"(53.6204107615383, -113.501749229525)",,,,1
General,2015,Belgravia,7630  -  118 STREET,SW,8,53.51350217,-113.5350579,"(53.5135021666918, -113.535057904183)",,,,1
General,2015,Belgravia,7123  -  119 STREET,SW,8,53.50712415,-113.5385628,"(53.5071241519318, -113.538562837886)",,,,1
General,2015,Belgravia,11614  -  71 AVENUE,SW,8,53.50736259,-113.5323917,"(53.5073625927366, -113.532391673587)",,,,1
General,2015,Belgravia,11535  -  72 AVENUE,SW,8,53.50806631,-113.5307772,"(53.5080663088124, -113.530777215334)",,,,1
Natural,2015,Belgravia,11622  -  76 AVENUE,SW,8,53.51252205,-113.5327082,"(53.5125220548448, -113.532708150547)",,,,1
General,2015,Belgravia,11638  -  78 AVENUE,SW,8,53.51441664,-113.534745,"(53.5144166449579, -113.534745011105)",,,,1
General,2015,Belgravia,7309  -  SASKATCHEWAN DRIV,SW,8,53.50988155,-113.5394199,"(53.5098815455422, -113.539419912207)",,,,1
General,2015,Bellevue,6802  -  111 AVENUE,NE,7,53.56213304,-113.4412464,"(53.5621330443252, -113.441246410617)",,,,1
General,2015,Bellevue,6911  -  111 AVENUE,NE,7,53.56099945,-113.4423876,"(53.5609994470565, -113.442387597918)",,,,1
General,2015,Bellevue,11216  -  67 STREET,NE,7,53.56453774,-113.4414256,"(53.5645377363239, -113.441425614703)",,,,1
General,2015,Bellevue,11228  -  67 STREET,NE,7,53.56487281,-113.4416536,"(53.5648728105624, -113.441653637168)",,,,1
General,2015,Bellevue,11306  -  67 STREET,NE,7,53.56572301,-113.4422323,"(53.5657230068728, -113.442232306819)",,,,1
General,2015,Bellevue,11350  -  67 STREET,NE,7,53.56681174,-113.4429735,"(53.5668117358393, -113.442973547006)",,,,1
General,2015,Bellevue,11406  -  67 STREET,NE,7,53.56715951,-113.4432101,"(53.5671595078154, -113.443210076512)",,,,1
General,2015,Bellevue,11410  -  67 STREET,NE,7,53.56732961,-113.4433257,"(53.5673296116554, -113.443325690341)",,,,1
General,2015,Bellevue,11412  -  67 STREET,NE,7,53.56741212,-113.4433819,"(53.567412122086, -113.443381908237)",,,,1
General,2015,Bellevue,11122  -  68 STREET,NE,7,53.56250842,-113.4416926,"(53.5625084245245, -113.441692637446)",,,,1
General,2015,Bellevue,11318  -  68 STREET,NE,7,53.5657192,-113.4438777,"(53.5657192012943, -113.443877683664)",,,,1
General,2015,Bellevue,11325  -  68 STREET,NE,7,53.5661203,-113.4432126,"(53.5661202979338, -113.443212630759)",,,,1
General,2015,Bellevue,11338  -  68 STREET,NE,7,53.56624784,-113.4442377,"(53.5662478405544, -113.444237733466)",,,,1
General,2015,Bellevue,11413  -  68 STREET,NE,7,53.56715903,-113.4439196,"(53.5671590339477, -113.443919583326)",,,,1
General,2015,Bellevue,11523  -  68 STREET,NE,7,53.56893114,-113.4451249,"(53.5689311426569, -113.445124873346)",,,,1
General,2015,Bellevue,11117  -  69 STREET,NE,7,53.56221052,-113.4422,"(53.5622105241798, -113.442200014048)",,,,1
